"ID","Name","InChI","InChIKey","SMILES","Solubility","SD","Ocurrences","Group","MolWt","MolLogP","MolMR","HeavyAtomCount","NumHAcceptors","NumHDonors","NumHeteroatoms","NumRotatableBonds","NumValenceElectrons","NumAromaticRings","NumSaturatedRings","NumAliphaticRings","RingCount","TPSA","LabuteASA","BalabanJ","BertzCT"
"B-1052","2,3-dimethyl-1,3-butadiene","InChI=1S/C6H10/c1-5(2)6(3)4/h1,3H2,2,4H3","SDJHPPZKZZWAKF-UHFFFAOYSA-N","CC(=C)C(C)=C","-2.4014","0.0","1","G1","82.146","2.1386000000000003","29.627999999999986","6.0","0.0","0.0","0.0","1.0","34.0","0.0","0.0","0.0","0.0","0.0","39.18475553544408","3.5677034550432034","66.03910001730776"
"B-1054","acetoin","InChI=1S/C4H8O2/c1-3(5)4(2)6/h3,5H,1-2H3","ROWKJAVDOGWPAT-UHFFFAOYSA-N","CC(O)C(C)=O","1.055","0.0","1","G1","88.106","-0.043800000000000006","22.361799999999995","6.0","2.0","1.0","2.0","1.0","36.0","0.0","0.0","0.0","0.0","37.3","36.78983322325915","3.2575861612334887","56.568425030288566"
"B-1055","abietic acid","InChI=1S/C20H30O2/c1-13(2)14-6-8-16-15(12-14)7-9-17-19(16,3)10-5-11-20(17,4)18(21)22/h7,12-13,16-17H,5-6,8-11H2,1-4H3,(H,21,22)/t16-,17+,19+,20+/m0/s1","RSWGJHLUYNHPMX-ONCXSQPRSA-N","CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(O)=O)[C@H]2CC1","-3.7959","0.0","1","G1","302.458","5.206200000000004","89.53580000000007","22.0","1.0","1.0","2.0","2.0","122.0","0.0","1.0","3.0","3.0","37.3","134.23220752864867","1.998747240485634","541.9104984355639"
"B-1056","3,11-dihydroxy-androstan-17-one","InChI=1S/C19H30O3/c1-18-8-7-12(20)9-11(18)3-4-13-14-5-6-16(22)19(14,2)10-15(21)17(13)18/h11-15,17,20-21H,3-10H2,1-2H3/t11?,12-,13?,14?,15?,17?,18?,19?/m0/s1","PIXFHVWJOVNKQK-HJJNUGAVSA-N","CC12CC[C@H](O)CC1CCC3C4CCC(=O)C4(C)CC(O)C23","-3.5932","0.0","1","G1","306.44599999999997","2.9299000000000017","84.13060000000006","22.0","3.0","2.0","3.0","0.0","124.0","0.0","4.0","4.0","4.0","57.53","133.03487407728738","1.689597318472698","489.0719677925114"
"B-1057","benzeneacetic acid, .alpha.-hydroxy-.alpha.-meth","InChI=1S/C9H10O3/c1-9(12,8(10)11)7-5-3-2-4-6-7/h2-6,12H,1H3,(H,10,11)","NWCHELUCVWSRRS-UHFFFAOYSA-N","CC(O)(C(O)=O)c1ccccc1","-0.8949","0.0","1","G1","166.176","0.9787000000000001","43.64860000000002","12.0","2.0","2.0","3.0","2.0","64.0","1.0","0.0","0.0","1.0","57.53","70.27621906712257","3.0600131896297444","277.0849389236156"
"B-1060","methyl malonic acid","InChI=1S/C4H6O4/c1-2(3(5)6)4(7)8/h2H,1H3,(H,5,6)(H,7,8)","ZIYVHBGGAOATLY-UHFFFAOYSA-N","CC(C(O)=O)C(O)=O","0.7597","0.0","1","G1","118.08799999999998","-0.20829999999999999","24.435599999999994","8.0","2.0","2.0","4.0","2.0","46.0","0.0","0.0","0.0","0.0","74.6","45.74558907549892","3.827495625290436","103.20671786825557"
"B-1061","dl-valine","InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)","KZSNJWFQEVHDMF-UHFFFAOYSA-N","CC(C)C(N)C(O)=O","-0.1971","0.07372822604470951","3","G5","117.14799999999998","0.05430000000000007","30.44919999999999","8.0","2.0","2.0","3.0","2.0","48.0","0.0","0.0","0.0","0.0","63.32","48.49466603466847","3.6376825478398387","90.42945954287093"
"B-1064","beta-peltatin","InChI=1S/C22H22O8/c1-25-14-5-10(6-15(26-2)20(14)27-3)17-12-7-16-21(30-9-29-16)19(23)13(12)4-11-8-28-22(24)18(11)17/h5-7,11,17-18,23H,4,8-9H2,1-3H3/t11-,17+,18-/m0/s1","HLBPOYVRLSXWJJ-PDSMFRHLSA-N","COc1cc(cc(OC)c1OC)[C@H]2[C@@H]3[C@H](COC3=O)Cc4c(O)c5OCOc5cc24","-4.5035","0.0","1","G1","414.41000000000025","2.623900000000001","103.81380000000003","30.0","8.0","1.0","8.0","4.0","158.0","2.0","1.0","3.0","5.0","92.68","172.7574522382205","1.7455842376920236","1005.2780937971359"
"B-1065","fluorescein","InChI=1S/C20H12O5/c21-11-5-7-15-17(9-11)24-18-10-12(22)6-8-16(18)20(15)14-4-2-1-3-13(14)19(23)25-20/h1-10,21-22H","GNBHRKFJIUUOQI-UHFFFAOYSA-N","Oc1ccc2c(Oc3cc(O)ccc3C24OC(=O)c5ccccc45)c1","-3.8226","0.7463","2","G2","332.31100000000004","3.6658000000000026","88.0271","25.0","5.0","2.0","5.0","0.0","122.0","3.0","0.0","2.0","5.0","75.99000000000001","142.24089351680936","1.9124059346588247","1002.2022048152163"
"B-1066","6-formyl-2,3-dimethoxybenzoic acid","InChI=1S/C10H10O5/c1-14-7-4-3-6(5-11)8(10(12)13)9(7)15-2/h3-5H,1-2H3,(H,12,13)","HVXXOIGTXJOVON-UHFFFAOYSA-N","COc1ccc(C=O)c(C(O)=O)c1OC","-1.9247","0.0","1","G1","210.18499999999997","1.2145","51.892800000000015","15.0","4.0","1.0","5.0","4.0","80.0","1.0","0.0","0.0","1.0","72.83","86.2355399883807","3.508120619291252","397.0443757648231"
"B-1067","dioxypyramidon","InChI=1S/C13H17N3O3/c1-10(17)15(4)16(11-8-6-5-7-9-11)13(19)12(18)14(2)3/h5-9H,1-4H3","IRTZMJWVZQYURE-UHFFFAOYSA-N","CN(C)C(=O)C(=O)N(N(C)C(C)=O)c1ccccc1","-0.5345","0.0","1","G1","263.29699999999997","0.5010999999999997","71.06600000000005","19.0","3.0","0.0","6.0","1.0","102.0","1.0","0.0","0.0","1.0","60.93000000000001","111.72020125124963","3.174545745222108","485.1666259699996"
"B-1069","8-quinolinol, 5,7-dibromo-","InChI=1S/C9H5Br2NO/c10-6-4-7(11)9(13)8-5(6)2-1-3-12-8/h1-4,13H","ZDASUJMDVPTNTF-UHFFFAOYSA-N","Oc1c(Br)cc(Br)c2cccnc12","-4.1938","0.0","1","G1","302.95300000000003","3.4654000000000007","58.80780000000001","13.0","2.0","1.0","4.0","0.0","66.0","2.0","0.0","0.0","2.0","33.120000000000005","91.86204459565741","2.9668729339241464","470.3665095200525"
"B-1070","hydroquinine","InChI=1S/C20H26N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h4-6,8,11,13-14,19-20,23H,3,7,9-10,12H2,1-2H3","LJOQGZACKSYWCH-UHFFFAOYSA-N","CCC1CN2CCC1CC2C(O)c3ccnc4ccc(OC)cc34","-3.0514","0.0","1","G1","326.4400000000001","3.3972000000000024","95.12080000000006","24.0","4.0","1.0","4.0","4.0","128.0","2.0","3.0","3.0","5.0","45.59","143.00302923538916","1.6755568373637346","732.650671102026"
"B-1071","1,6-naphthalenedisulfonic acid","InChI=1S/C10H8O6S2/c11-17(12,13)8-4-5-9-7(6-8)2-1-3-10(9)18(14,15)16/h1-6H,(H,11,12,13)(H,14,15,16)","HEWDOWUUTBCVJP-UHFFFAOYSA-N","O[S](=O)(=O)c1ccc2c(cccc2[S](O)(=O)=O)c1","0.5402","0.0","1","G1","288.302","1.3332000000000002","63.57720000000002","18.0","4.0","2.0","8.0","2.0","96.0","2.0","0.0","0.0","2.0","108.73999999999998","103.37033967131342","2.84556310002879","820.5667690519531"
"B-1072","propranolol","InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3","AQHHHDLHHXJYJD-UHFFFAOYSA-N","CC(C)NCC(O)COc1cccc2ccccc12","-3.6202","0.21179237212158725","3","G5","259.34900000000005","2.5775000000000006","78.58850000000005","19.0","3.0","2.0","3.0","6.0","102.0","2.0","0.0","0.0","2.0","41.489999999999995","113.76036150292278","1.9779417823071141","519.6427894422642"
"B-1073","tryptazan","InChI=1S/C10H11N3O2/c11-7(10(14)15)5-9-6-3-1-2-4-8(6)12-13-9/h1-4,7H,5,11H2,(H,12,13)(H,14,15)","IFEKQNAXDMZERW-UHFFFAOYSA-N","NC(Cc1[nH]nc2ccccc12)C(O)=O","-1.4091","0.0","1","G1","205.21699999999998","0.5172999999999994","55.40890000000001","15.0","3.0","3.0","5.0","3.0","78.0","2.0","0.0","0.0","2.0","92.0","85.90080251404004","2.3234873713898962","492.1280872682805"
"B-1076","allaric acid","InChI=1S/C6H10O8/c7-1(3(9)5(11)12)2(8)4(10)6(13)14/h1-4,7-10H,(H,11,12)(H,13,14)/t1-,2+,3-,4+","DSLZVSRJTYRBFB-GNSDDBTRSA-N","O[C@H]([C@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O","-0.3225","0.0","1","G1","210.13799999999998","-3.4008","39.29879999999999","14.0","6.0","6.0","8.0","5.0","82.0","0.0","0.0","0.0","0.0","155.52","77.6524083130762","4.4503778597717565","201.87139393909504"
"B-1077","sodium gluconate","InChI=1S/C6H12O7.Na/c7-1-2(8)3(9)4(10)5(11)6(12)13;/h2-5,7-11H,1H2,(H,12,13);/q;+1/p-1","UPMFZISCCZSDND-UHFFFAOYSA-M","[Na+].OCC(O)C(O)C(O)C(O)C([O-])=O","0.4321","0.0","1","G1","218.13699999999997","-7.823799999999995","36.12","14.0","7.0","5.0","8.0","5.0","78.0","0.0","0.0","0.0","0.0","141.28","101.90428583574439","0.0","175.56295496093253"
"B-1078","cupric gluconate","InChI=1S/2C6H12O7.Cu/c2*7-1-2(8)3(9)4(10)5(11)6(12)13;/h2*2-5,7-11H,1H2,(H,12,13);/q;;+2/p-2/t2*2-,3-,4+,5-;/m11./s1","OCUCCJIRFHNWBP-IYEMJOQQSA-L","[Cu++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O","-0.1798","0.0","1","G1","453.8400000000002","-9.658100000000001","72.24000000000002","27.0","14.0","10.0","15.0","10.0","165.0","0.0","0.0","0.0","0.0","282.55999999999995","162.20891493838192","-4.114285611122452e-07","384.9019346626658"
"B-1079","thiophene-2-carboxylic acid","InChI=1S/C5H4O2S/c6-5(7)4-2-1-3-8-4/h1-3H,(H,6,7)","QERYCTSHXKAMIS-UHFFFAOYSA-N","OC(=O)c1sccc1","-1.2327","0.0","1","G1","128.152","1.4463000000000001","31.278299999999998","8.0","2.0","1.0","3.0","1.0","42.0","1.0","0.0","0.0","1.0","37.3","50.39246435654484","2.9283752374267684","178.3185566594942"
"B-1080","1-methyl-2-isopropylbenzene","InChI=1S/C10H14/c1-8(2)10-7-5-4-6-9(10)3/h4-8H,1-3H3","WWRCMNKATXZARA-UHFFFAOYSA-N","CC(C)c1ccccc1C","-3.7606","0.0","1","G1","134.22199999999995","3.118420000000002","45.26800000000003","10.0","0.0","0.0","0.0","1.0","54.0","1.0","0.0","0.0","1.0","0.0","62.89117157708339","3.0313278985819716","211.03322454351996"
"B-1081","ethanedione, bis(2-hydroxy-5-nitrophenyl)-","InChI=1S/C14H8N2O8/c17-11-3-1-7(15(21)22)5-9(11)13(19)14(20)10-6-8(16(23)24)2-4-12(10)18/h1-6,17-18H","MLHGVVVOOIXMQL-UHFFFAOYSA-N","Oc1ccc(cc1C(=O)C(=O)c2cc(ccc2O)[N+]([O-])=O)[N+]([O-])=O","-3.5214","0.0","1","G1","332.2240000000001","1.9798000000000004","78.1834","24.0","8.0","2.0","10.0","5.0","122.0","2.0","0.0","0.0","2.0","160.88","132.43584470383334","2.493645208779581","816.8383344942785"
"B-1082","ethanone, 1-(2,3,4-trihydroxyphenyl)-","InChI=1S/C8H8O4/c1-4(9)5-2-3-6(10)8(12)7(5)11/h2-3,10-12H,1H3","XIROXSOOOAZHLL-UHFFFAOYSA-N","CC(=O)c1ccc(O)c(O)c1O","-2.0216","0.0","1","G1","168.14799999999997","1.006","41.44090000000002","12.0","4.0","3.0","4.0","1.0","64.0","1.0","0.0","0.0","1.0","77.76","68.70551070492198","3.361225110466304","330.0748996548373"
"B-1083","trimellitic acid","InChI=1S/C9H6O6/c10-7(11)4-1-2-5(8(12)13)6(3-4)9(14)15/h1-3H,(H,10,11)(H,12,13)(H,14,15)","ARCGXLSVLAOJQL-UHFFFAOYSA-N","OC(=O)c1ccc(C(O)=O)c(c1)C(O)=O","-1.0003","0.30015","2","G3","210.14099999999996","0.7811999999999999","47.3199","15.0","3.0","3.0","6.0","3.0","78.0","1.0","0.0","0.0","1.0","111.9","83.39349701940613","3.3963489782409875","447.9158332869801"
"B-1084","3,4-dinitrobenzoic acid","InChI=1S/C7H4N2O6/c10-7(11)4-1-2-5(8(12)13)6(3-4)9(14)15/h1-3H,(H,10,11)","OMVRRHJJQILIJX-UHFFFAOYSA-N","OC(=O)c1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O","-1.5005","0.0","1","G1","212.11699999999996","1.2011999999999998","46.7101","15.0","5.0","1.0","8.0","3.0","78.0","1.0","0.0","0.0","1.0","123.58000000000001","82.05805253113294","3.3963489782409875","454.7936738455577"
"B-1085","n-(aminocarbonyl)-2-(1-methylethyl)4-pentenamide","InChI=1S/C9H16N2O2/c1-4-5-7(6(2)3)8(12)11-9(10)13/h4,6-7H,1,5H2,2-3H3,(H3,10,11,12,13)","KSUUMAWCGDNLFK-UHFFFAOYSA-N","CC(C)C(CC=C)C(=O)NC(N)=O","-2.7469","0.0","1","G1","184.23899999999998","1.0296","50.86810000000003","13.0","2.0","2.0","4.0","4.0","74.0","0.0","0.0","0.0","0.0","72.19","78.18198199152644","4.270512086460438","211.660241301476"
"B-1087","anthranol","InChI=1S/C14H10O/c15-14-12-7-3-1-5-10(12)9-11-6-2-4-8-13(11)14/h1-9,15H","AUKRYONWZHRJRE-UHFFFAOYSA-N","Oc1c2ccccc2cc3ccccc13","-4.7329","0.0","1","G1","194.23299999999998","3.6986000000000017","63.11880000000003","15.0","1.0","1.0","1.0","0.0","72.0","3.0","0.0","0.0","3.0","20.23","87.5889659351634","2.5979683595627105","586.9571121386949"
"B-1088","1,1-diphenylethylene","InChI=1S/C14H12/c1-12(13-8-4-2-5-9-13)14-10-6-3-7-11-14/h2-11H,1H2","ZMYIIHDQURVDRB-UHFFFAOYSA-N","C=C(c1ccccc1)c2ccccc2","-4.4363","0.0","1","G1","180.24999999999997","3.7481000000000018","61.02000000000004","14.0","0.0","0.0","0.0","2.0","68.0","2.0","0.0","0.0","2.0","0.0","84.52877852216996","2.348637604509715","370.80600284232474"
"B-1090","1,2-cycloheptanedione, dioxime","InChI=1S/C7H12N2O2/c10-8-6-4-2-1-3-5-7(6)9-11/h8,10H,1-5H2","MYDALHRLYFBVMU-UHFFFAOYSA-N","ONC1=C(CCCCC1)N=O","-1.4249","0.0","1","G1","156.185","1.9073","40.828200000000024","11.0","4.0","2.0","4.0","2.0","62.0","0.0","0.0","1.0","1.0","61.69","65.22633594800823","2.7116520729574307","177.27938714610153"
"B-1091","2h-1-benzopyran-2-one, 7-methoxy-","InChI=1S/C10H8O3/c1-12-8-4-2-7-3-5-10(11)13-9(7)6-8/h2-6H,1H3","LIIALPBMIOVAHH-UHFFFAOYSA-N","COc1ccc2C=CC(=O)Oc2c1","-3.1221","0.0","1","G1","176.17099999999996","1.8016","49.03600000000002","13.0","3.0","0.0","3.0","1.0","66.0","2.0","0.0","0.0","2.0","39.44","74.55789391918846","2.746434018430034","484.73899475620004"
"B-1092","1,2-propanediol, 3-(2-methoxyphenoxy)-, 1-carbam","InChI=1S/C11H15NO5/c1-15-9-4-2-3-5-10(9)16-6-8(13)7-17-11(12)14/h2-5,8,13H,6-7H2,1H3,(H2,12,14)","GNXFOGHNGIVQEH-UHFFFAOYSA-N","COc1ccccc1OCC(O)COC(N)=O","-1.5251","0.27004999999999996","2","G3","241.24299999999994","0.5302000000000002","60.03120000000003","17.0","5.0","2.0","6.0","6.0","94.0","1.0","0.0","0.0","1.0","91.00999999999999","98.89239592925314","2.4107583404005677","368.6343524510428"
"B-1093","benzoic acid, sodium salt","InChI=1S/C7H6O2.Na/c8-7(9)6-4-2-1-3-5-6;/h1-5H,(H,8,9);/q;+1/p-1","WXMKPNITSTVMEF-UHFFFAOYSA-M","[Na+].[O-]C(=O)c1ccccc1","0.5864","0.0","1","G1","144.105","-2.945899999999998","30.772499999999994","10.0","2.0","0.0","3.0","1.0","46.0","1.0","0.0","0.0","1.0","40.129999999999995","81.1655007088453","8.099998872750162e-07","208.1059085401538"
"B-1094","c.i. basic orange 2","InChI=1S/C12H12N4.ClH/c13-9-6-7-12(11(14)8-9)16-15-10-4-2-1-3-5-10;/h1-8H,13-14H2;1H","MCTQNEBFZMBRSQ-UHFFFAOYSA-N","[H+].[Cl-].Nc1ccc(N=Nc2ccccc2)c(N)c1","-4.0947","0.0","1","G1","248.717","0.38290000000000013","66.99680000000001","17.0","4.0","2.0","5.0","2.0","88.0","2.0","0.0","0.0","2.0","76.75999999999999","107.25294818612048","1.4449996808250724e-06","516.7407894086176"
"B-1095","2,4-d, ethyl ester","InChI=1S/C10H10Cl2O3/c1-2-14-10(13)6-15-9-4-3-7(11)5-8(9)12/h3-5H,2,6H2,1H3","JSLBZIVMVVHMDJ-UHFFFAOYSA-N","CCOC(=O)COc1ccc(Cl)cc1Cl","-3.3503","0.0","1","G1","249.093","2.9353000000000016","58.590000000000025","15.0","3.0","0.0","5.0","4.0","82.0","1.0","0.0","0.0","1.0","35.53","97.88631658990425","2.5396182727640744","352.5207793847902"
"B-1096","1,3-benzenediol, 4-pentyl-","InChI=1S/C11H16O2/c1-2-3-4-5-9-6-7-10(12)8-11(9)13/h6-8,12-13H,2-5H2,1H3","PJHYOCWMKYASAB-UHFFFAOYSA-N","CCCCCc1ccc(O)cc1O","-1.9548","0.0","1","G1","180.24699999999999","2.830500000000002","53.00060000000004","13.0","2.0","2.0","2.0","4.0","72.0","1.0","0.0","0.0","1.0","40.46","78.84458119587202","2.561779868632507","268.7928308075413"
"B-1097","isovaleryl diethylamide","InChI=1S/C9H19NO/c1-5-10(6-2)9(11)7-8(3)4/h8H,5-7H2,1-4H3","QZMQDHNCNUGQSO-UHFFFAOYSA-N","CCN(CC)C(=O)CC(C)C","-0.5946","0.0","1","G1","157.25699999999998","1.9008999999999998","47.383000000000024","11.0","1.0","0.0","2.0","4.0","66.0","0.0","0.0","0.0","0.0","20.310000000000002","69.58014371324954","3.7915708474241723","116.73114066028502"
"B-1098","dmtt (dazomet)","InChI=1S/C5H10N2S2/c1-6-3-7(2)5(8)9-4-6/h3-4H2,1-2H3","QAYICIQNSGETAS-UHFFFAOYSA-N","CN1CSC(=S)N(C)C1","-1.7331","0.1984499999999999","2","G3","162.283","0.7967","45.44900000000002","9.0","3.0","0.0","4.0","0.0","52.0","0.0","1.0","1.0","1.0","6.48","65.19474594486361","2.438362799199123","126.12640240679957"
"B-1099","2-propanol, 1,3-diiodo-","InChI=1S/C3H6I2O/c4-1-3(6)2-5/h3,6H,1-2H2","DNKPFCQEGBJJTE-UHFFFAOYSA-N","OC(CI)CI","-1.3971","0.0","1","G1","311.888","1.2173","43.78080000000001","6.0","1.0","1.0","3.0","2.0","38.0","0.0","0.0","0.0","0.0","20.23","64.78704525090605","2.7541847860376616","27.974168451037094"
"B-1100","n,n-dimethylthiourea","InChI=1S/C3H8N2S/c1-4-3(6)5-2/h1-2H3,(H2,4,5,6)","VLCDUOXHFNUCKK-UHFFFAOYSA-N","CNC(=S)NC","0.9823","0.0","1","G1","104.178","-0.28990000000000027","30.717399999999998","6.0","1.0","2.0","3.0","0.0","36.0","0.0","0.0","0.0","0.0","24.06","42.92763987104372","2.9881608821342693","46.75488750216347"
"B-1101","1,1-dimethoxyethane","InChI=1S/C4H10O2/c1-4(5-2)6-3/h4H,1-3H3","SPEUIVXLLWOEMJ-UHFFFAOYSA-N","COC(C)OC","1.0452","0.0","1","G1","90.122","0.6252","23.47999999999999","6.0","2.0","0.0","2.0","2.0","38.0","0.0","0.0","0.0","0.0","18.46","38.061167830033135","2.7541847860376616","24.72905595320056"
"B-1102","butyl malonic acid","InChI=1S/C7H12O4/c1-2-3-4-5(6(8)9)7(10)11/h5H,2-4H2,1H3,(H,8,9)(H,10,11)","MCRZWYDXIGCFKO-UHFFFAOYSA-N","CCCCC(C(O)=O)C(O)=O","0.4369","0.0","1","G1","160.16899999999998","0.962","38.286599999999986","11.0","2.0","2.0","4.0","5.0","64.0","0.0","0.0","0.0","0.0","74.6","64.84041541868874","3.9029770084530906","138.51956340253025"
"B-1103","m-cymene","InChI=1S/C10H14/c1-8(2)10-6-4-5-9(3)7-10/h4-8H,1-3H3","XCYJPXQACVEIOS-UHFFFAOYSA-N","CC(C)c1cccc(C)c1","-3.4994","0.0","1","G1","134.22199999999998","3.1184200000000013","45.26800000000003","10.0","0.0","0.0","0.0","1.0","54.0","1.0","0.0","0.0","1.0","0.0","62.891171577083384","2.955063748648017","211.03322454351996"
"B-1104","2-chloro-4-methyl-6-(dimethylamino)pyrimidine","InChI=1S/C7H10ClN3/c1-5-4-6(11(2)3)10-7(8)9-5/h4H,1-3H3","HJIUPFPIEBPYIE-UHFFFAOYSA-N","CN(C)c1cc(C)nc(Cl)n1","-1.2615","0.0","1","G1","171.63099999999997","1.5044199999999999","46.106000000000016","11.0","3.0","0.0","4.0","1.0","60.0","1.0","0.0","0.0","1.0","29.020000000000003","71.02862532166483","3.0834305113926055","239.61264077829023"
"B-1105","digallic acid","InChI=1S/C14H10O9/c15-7-2-6(3-8(16)11(7)18)14(22)23-10-4-5(13(20)21)1-9(17)12(10)19/h1-4,15-19H,(H,20,21)","COVFEVWNJUOYRL-UHFFFAOYSA-N","OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1","-2.8092","0.009600000000000053","2","G3","322.22499999999997","1.1319999999999995","73.1258","23.0","8.0","6.0","9.0","3.0","120.0","2.0","0.0","0.0","2.0","164.75","127.42037349712473","2.390995742087407","787.1306201236207"
"B-1106","4-ethylpyridine","InChI=1S/C7H9N/c1-2-7-3-5-8-6-4-7/h3-6H,2H2,1H3","VJXRKZJMGVSXPX-UHFFFAOYSA-N","CCc1ccncc1","-0.0006","0.41380000000000006","2","G3","107.15599999999998","1.644","33.614999999999995","8.0","1.0","0.0","1.0","1.0","42.0","1.0","0.0","0.0","1.0","12.89","49.380935329236685","2.8320858350070908","145.73281445033504"
"B-1108","2,6-dibromoquinonechloroimide","InChI=1S/C6H2Br2ClNO/c7-4-1-3(10-9)2-5(8)6(4)11/h1-2H","JYWKEVKEKOTYEX-UHFFFAOYSA-N","ClN=C1C=C(Br)C(=O)C(=C1)Br","-3.7068","0.0","1","G1","299.34899999999993","2.7215","52.315","11.0","2.0","0.0","5.0","0.0","58.0","0.0","0.0","1.0","1.0","29.43","85.38580123853613","3.07423953829466","268.95740853719445"
"B-1109","l-tyrosine, n-methyl-","InChI=1S/C10H13NO3/c1-11-9(10(13)14)6-7-2-4-8(12)5-3-7/h2-5,9,11-12H,6H2,1H3,(H,13,14)/t9-/m0/s1","AXDLCFOOGCNDST-VIFPVBQESA-N","CN[C@@H](Cc1ccc(O)cc1)C(O)=O","-2.1325","0.0","1","G1","195.218","0.6072999999999997","52.29430000000003","14.0","3.0","3.0","4.0","4.0","76.0","1.0","0.0","0.0","1.0","69.56","82.19102336512725","2.6716306900583486","307.6480789080516"
"B-1110","bis(2-chloroethyl)ethylamine","InChI=1S/C6H13Cl2N/c1-2-9(5-3-7)6-4-8/h2-6H2,1H3","UQZPGHOJMQTOHB-UHFFFAOYSA-N","CCN(CCCl)CCCl","-3.0265","0.0","1","G1","170.083","1.7858999999999998","43.55400000000002","9.0","1.0","0.0","3.0","5.0","56.0","0.0","0.0","0.0","0.0","3.24","66.9303277237793","3.1753410823958332","53.01955000865388"
"B-1111","butyl cinnamate","InChI=1S/C13H16O2/c1-2-3-11-15-13(14)10-9-12-7-5-4-6-8-12/h4-10H,2-3,11H2,1H3/b10-9+","OHHIVLJVBNCSHV-MDZDMXLPSA-N","CCCCOC(=O)/C=C/c1ccccc1","-1.6112","0.0","1","G1","204.269","3.0431000000000017","61.34300000000004","15.0","2.0","0.0","2.0","5.0","80.0","1.0","0.0","0.0","1.0","26.3","90.57146221763963","2.344827166745183","314.5676547509674"
"B-1112","benzyl methyl ether","InChI=1S/C8H10O/c1-9-7-8-5-3-2-4-6-8/h2-6H,7H2,1H3","GQKZBCPTCWJTAS-UHFFFAOYSA-N","COCc1ccccc1","-1.6098","0.0","1","G1","122.16699999999996","1.8330000000000002","37.15500000000001","9.0","1.0","0.0","1.0","2.0","48.0","1.0","0.0","0.0","1.0","9.23","55.274832577797056","2.61489994009295","157.4784207656209"
"B-1113","c.i. disperse black 3","InChI=1S/C14H16N4/c1-18(2)14-9-7-13(8-10-14)17-16-12-5-3-11(15)4-6-12/h3-10H,15H2,1-2H3","BVRIUXYMUSKBHG-UHFFFAOYSA-N","CN(C)c1ccc(cc1)N=Nc2ccc(N)cc2","-4.593999999999999","0.0","1","G1","240.30999999999997","3.750200000000002","75.79940000000002","18.0","4.0","1.0","4.0","3.0","92.0","2.0","0.0","0.0","2.0","53.980000000000004","106.7648837660594","2.1096551630526696","526.7253791161851"
"B-1114","2-propenoic acid, 3-(2-furanyl)-","InChI=1S/C7H6O3/c8-7(9)4-3-6-2-1-5-10-6/h1-5H,(H,8,9)/b4-3+","ZCJLOOJRNPHKAV-ONEGZZNKSA-N","OC(=O)/C=C/c1occc1","-1.8392","0.0","1","G1","138.12199999999999","1.3774","35.37780000000001","10.0","2.0","1.0","3.0","2.0","52.0","1.0","0.0","0.0","1.0","50.44","57.586711546819146","2.6373377790142882","233.36371489517828"
"B-1115","ethyl valerate","InChI=1S/C7H14O2/c1-3-5-6-7(8)9-4-2/h3-6H2,1-2H3","ICMAFTSLXCXHRK-UHFFFAOYSA-N","CCCCC(=O)OCC","-1.7706","0.23099993265992286","3","G5","130.18699999999998","1.7397","36.157999999999994","9.0","2.0","0.0","2.0","4.0","54.0","0.0","0.0","0.0","0.0","26.3","56.20397104375984","3.0613168393721577","78.98533616859814"
"B-1117","2-methylpropyl propanoate","InChI=1S/C7H14O2/c1-4-7(8)9-5-6(2)3/h6H,4-5H2,1-3H3","FZXRXKLUIMKDEL-UHFFFAOYSA-N","CCC(=O)OCC(C)C","-1.8841","0.0","1","G1","130.18699999999998","1.5956000000000001","36.087999999999994","9.0","2.0","0.0","2.0","3.0","54.0","0.0","0.0","0.0","0.0","26.3","56.20397104375983","3.168818865415548","86.91694057588533"
"B-1118","cyclopropane, methoxy-","InChI=1S/C4H8O/c1-5-4-2-3-4/h4H,2-3H2,1H3","ZUVAACFIEPYYOP-UHFFFAOYSA-N","COC1CC1","-0.1176","0.0","1","G1","72.10700000000001","0.7952","20.030999999999995","5.0","1.0","0.0","1.0","1.0","30.0","0.0","1.0","1.0","1.0","9.23","31.941791446997026","1.9989394851788977","30.62919048309069"
"B-1119","1,2-ethylene dibromide","InChI=1S/C2H2Br2/c3-1-2-4/h1-2H/b2-1-","UWTUEMKLYAGTNQ-UPHRSURJSA-N","Br\C=C/Br","-1.3195","0.0","1","G1","185.84599999999998","2.2474","26.993999999999996","4.0","0.0","0.0","2.0","0.0","24.0","0.0","0.0","0.0","0.0","0.0","42.14968532132462","2.549193338482967","19.219280948873624"
